19:21:22       0.00M ops completed
19:21:25       4.48M ops completed
RAM Hit Ratio :  79.48%
19:21:28       9.32M ops completed
RAM Hit Ratio :  86.14%
19:21:31      14.34M ops completed
RAM Hit Ratio :  87.89%
19:21:34      19.28M ops completed
RAM Hit Ratio :  89.08%
19:21:37      23.87M ops completed
RAM Hit Ratio :  89.60%
19:21:40      28.71M ops completed
RAM Hit Ratio :  90.48%
19:21:43      33.48M ops completed
RAM Hit Ratio :  90.83%
19:21:46      38.13M ops completed
RAM Hit Ratio :  91.33%
19:21:49      42.76M ops completed
RAM Hit Ratio :  91.75%
19:21:52      47.19M ops completed
RAM Hit Ratio :  91.85%
19:21:55      51.65M ops completed
RAM Hit Ratio :  92.24%
19:21:58      55.44M ops completed
RAM Hit Ratio :  91.53%
19:22:01      59.15M ops completed
RAM Hit Ratio :  90.89%
19:22:04      62.93M ops completed
RAM Hit Ratio :  90.66%
19:22:07      66.68M ops completed
RAM Hit Ratio :  90.15%
19:22:10      70.39M ops completed
RAM Hit Ratio :  89.84%
19:22:13      74.10M ops completed
RAM Hit Ratio :  89.64%
19:22:16      77.87M ops completed
RAM Hit Ratio :  89.97%
19:22:19      81.66M ops completed
RAM Hit Ratio :  89.94%
19:22:22      85.47M ops completed
RAM Hit Ratio :  90.28%
19:22:25      89.36M ops completed
RAM Hit Ratio :  90.72%
19:22:28      93.17M ops completed
RAM Hit Ratio :  90.47%
19:22:31      96.98M ops completed
RAM Hit Ratio :  90.74%
19:22:34     100.76M ops completed
RAM Hit Ratio :  90.79%
19:22:37     104.56M ops completed
RAM Hit Ratio :  91.07%
19:22:40     108.29M ops completed
RAM Hit Ratio :  90.88%
19:22:43     112.08M ops completed
RAM Hit Ratio :  91.45%
19:22:46     115.90M ops completed
RAM Hit Ratio :  91.45%
19:22:49     119.62M ops completed
RAM Hit Ratio :  90.76%
19:22:52     123.30M ops completed
RAM Hit Ratio :  90.54%
19:22:55     126.98M ops completed
RAM Hit Ratio :  90.48%
19:22:58     130.68M ops completed
RAM Hit Ratio :  90.59%
19:23:01     134.40M ops completed
RAM Hit Ratio :  90.72%
19:23:04     138.14M ops completed
RAM Hit Ratio :  90.80%
19:23:07     141.89M ops completed
RAM Hit Ratio :  91.12%
19:23:10     145.71M ops completed
RAM Hit Ratio :  91.49%
19:23:13     149.46M ops completed
RAM Hit Ratio :  90.87%
19:23:16     153.24M ops completed
RAM Hit Ratio :  91.13%
19:23:19     157.02M ops completed
RAM Hit Ratio :  91.13%
19:23:22     160.80M ops completed
RAM Hit Ratio :  91.26%
19:23:25     164.59M ops completed
RAM Hit Ratio :  91.37%
19:23:28     168.37M ops completed
RAM Hit Ratio :  91.45%
19:23:31     172.12M ops completed
RAM Hit Ratio :  91.36%
19:23:34     175.89M ops completed
RAM Hit Ratio :  91.48%
19:23:37     179.60M ops completed
RAM Hit Ratio :  91.21%
19:23:40     183.31M ops completed
RAM Hit Ratio :  91.18%
19:23:43     186.98M ops completed
RAM Hit Ratio :  91.16%
19:23:46     190.68M ops completed
RAM Hit Ratio :  91.22%
19:23:49     194.34M ops completed
RAM Hit Ratio :  91.19%
19:23:52     198.02M ops completed
RAM Hit Ratio :  91.33%
19:23:55     201.79M ops completed
RAM Hit Ratio :  92.21%
19:23:58     205.47M ops completed
RAM Hit Ratio :  91.51%
19:24:01     209.14M ops completed
RAM Hit Ratio :  91.31%
19:24:04     212.79M ops completed
RAM Hit Ratio :  91.32%
19:24:07     216.42M ops completed
RAM Hit Ratio :  91.24%
19:24:10     220.10M ops completed
RAM Hit Ratio :  91.45%
19:24:13     223.74M ops completed
RAM Hit Ratio :  91.37%
19:24:16     227.41M ops completed
RAM Hit Ratio :  91.64%
19:24:19     231.13M ops completed
RAM Hit Ratio :  92.17%
19:24:22     234.82M ops completed
RAM Hit Ratio :  91.49%
19:24:25     238.47M ops completed
RAM Hit Ratio :  91.27%
19:24:28     242.12M ops completed
RAM Hit Ratio :  91.38%
19:24:31     245.75M ops completed
RAM Hit Ratio :  91.30%
19:24:34     249.40M ops completed
RAM Hit Ratio :  91.47%
19:24:37     253.04M ops completed
RAM Hit Ratio :  91.44%
19:24:40     256.66M ops completed
RAM Hit Ratio :  91.38%
19:24:43     260.30M ops completed
RAM Hit Ratio :  91.61%
19:24:46     263.98M ops completed
RAM Hit Ratio :  91.52%
19:24:49     267.62M ops completed
RAM Hit Ratio :  91.47%
19:24:52     271.29M ops completed
RAM Hit Ratio :  91.66%
19:24:55     274.95M ops completed
RAM Hit Ratio :  91.58%
19:24:58     278.64M ops completed
RAM Hit Ratio :  91.77%
19:25:01     282.34M ops completed
RAM Hit Ratio :  91.87%
19:25:04     286.00M ops completed
RAM Hit Ratio :  91.71%
19:25:07     289.86M ops completed
RAM Hit Ratio :  92.84%
19:25:10     293.55M ops completed
RAM Hit Ratio :  91.85%
19:25:13     297.27M ops completed
RAM Hit Ratio :  91.85%
19:25:16     300.95M ops completed
RAM Hit Ratio :  91.74%
19:25:19     304.63M ops completed
RAM Hit Ratio :  91.74%
19:25:22     308.34M ops completed
RAM Hit Ratio :  91.80%
19:25:25     312.05M ops completed
RAM Hit Ratio :  92.00%
19:25:28     315.75M ops completed
RAM Hit Ratio :  91.84%
19:25:31     319.48M ops completed
RAM Hit Ratio :  92.07%
19:25:34     323.25M ops completed
RAM Hit Ratio :  92.15%
19:25:37     327.16M ops completed
RAM Hit Ratio :  93.04%
19:25:40     330.88M ops completed
RAM Hit Ratio :  91.97%
19:25:43     334.62M ops completed
RAM Hit Ratio :  92.01%
19:25:46     338.35M ops completed
RAM Hit Ratio :  92.04%
19:25:49     342.13M ops completed
RAM Hit Ratio :  92.27%
19:25:52     345.85M ops completed
RAM Hit Ratio :  91.97%
19:25:55     349.61M ops completed
RAM Hit Ratio :  91.99%
19:25:58     353.32M ops completed
RAM Hit Ratio :  91.85%
19:26:01     357.04M ops completed
RAM Hit Ratio :  92.04%
19:26:04     360.75M ops completed
RAM Hit Ratio :  91.88%
19:26:07     364.49M ops completed
RAM Hit Ratio :  92.07%
19:26:10     368.26M ops completed
RAM Hit Ratio :  92.15%
19:26:13     372.03M ops completed
RAM Hit Ratio :  92.14%
19:26:16     375.79M ops completed
