10.93,85.35
22.49,89.87
34.20,91.15
45.73,92.12
56.87,92.76
67.88,93.31
78.73,93.71
89.15,93.56
99.43,93.75
109.63,93.75
119.69,93.74
129.45,93.93
138.95,94.07
148.21,94.43
157.31,93.97
166.42,93.97
175.41,94.15
184.26,94.51
193.12,94.28
201.88,94.37
210.55,94.55
219.05,94.58
227.47,94.47
235.76,94.39
243.94,94.45
251.98,94.84
259.99,94.70
267.94,94.59
275.79,94.59
283.56,94.63
291.16,94.97
298.78,94.58
306.14,94.54
313.49,94.61
320.81,94.63
328.01,94.83
335.13,94.73
342.16,94.78
349.20,94.84
356.15,94.91
363.25,95.23
370.11,94.92
376.89,94.90
383.64,94.88
390.35,95.01
397.00,94.97
403.92,95.03
410.68,95.65
417.41,95.06
424.14,95.14
430.77,95.24
437.33,95.11
443.90,95.10
450.42,95.15
456.86,95.16
463.26,95.28
469.62,95.18
476.17,95.27
482.74,95.46
489.12,95.64
495.45,95.78
