11.30,85.47
23.03,89.93
34.93,91.22
46.52,92.16
57.68,92.81
68.84,93.37
80.04,93.73
90.77,93.51
101.00,93.82
111.10,93.80
121.15,93.69
131.15,93.96
140.83,94.22
149.91,94.29
159.29,93.95
168.54,94.00
177.60,94.24
186.65,94.43
195.63,94.31
203.82,94.44
212.43,94.56
220.48,94.60
229.04,94.43
237.55,94.40
245.87,94.48
254.10,94.90
262.35,94.64
270.23,94.57
278.18,94.60
285.95,94.78
293.65,94.87
301.40,94.51
309.11,94.58
316.57,94.63
323.97,94.69
331.31,94.80
338.55,94.77
345.75,94.78
353.00,94.90
360.26,94.97
367.31,95.16
374.34,94.93
381.24,94.85
388.09,94.95
394.92,95.01
402.10,95.03
409.07,95.54
415.99,95.10
422.79,95.13
429.49,95.28
436.23,95.12
443.02,95.07
449.70,95.16
456.32,95.16
462.89,95.26
469.40,95.18
476.23,95.27
482.86,95.46
489.36,95.65
495.86,95.77
