11.35,85.48
23.16,89.95
34.82,91.22
46.28,92.14
57.62,92.80
68.62,93.37
79.55,93.71
90.39,93.54
100.86,93.80
111.16,93.80
121.15,93.69
131.00,93.96
140.49,94.19
150.05,94.32
159.34,93.94
168.53,94.00
177.62,94.25
186.69,94.43
195.82,94.31
204.84,94.44
213.67,94.55
222.38,94.58
230.91,94.41
239.41,94.42
247.68,94.50
255.79,94.94
263.89,94.62
271.83,94.57
279.74,94.62
287.43,94.88
295.17,94.74
303.00,94.55
310.51,94.59
317.97,94.60
325.37,94.74
332.71,94.78
339.94,94.78
347.18,94.78
354.60,94.93
361.83,95.10
369.00,95.01
376.03,94.92
382.94,94.89
389.77,94.98
396.56,94.98
403.61,95.04
410.52,95.63
417.30,95.06
424.04,95.14
430.74,95.24
437.55,95.11
444.28,95.11
450.86,95.14
457.48,95.17
464.05,95.27
470.74,95.19
477.61,95.31
484.19,95.46
490.69,95.76
497.22,95.68
